Park Name,County,Park Identifier,Park Address,City,Zip,Phone,Fire Authority,Jurisdiction,MH Spaces,RV Lots W/Drains,RV Lots W/O Drains,Operated by
GAGE AVE TP,LOS ANGELES,19-0249-MP,"6600 E GAGE AVE,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (310) 806-9356,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",16,0,0,"STEARNS, VIRGINIA, 14544 BELLFLOWER BLVD, BELLFLOWER, CA 90706"
NEW BELL ACRES MOBILE HOME PARK,LOS ANGELES,19-0252-MP,"451 S SELLERS ST,  GLENDORA,  CA 91741", GLENDORA,91741, (626) 354-4822,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",52,0,0,"TANG, FRANCIS, PO BOX 80706, SAN MARINO, CA 91118"
GRANDVIEW MHP,LOS ANGELES,19-0261-MP,"24100 PENNSYLVANIA AVE,  LOMITA,  CA 90717", LOMITA,90717, (213) 539-2582,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",40,0,0,"GRANDVIEW MOBILEHOME PARK INC, 24100 PENNSYLVANIA AVE SPACE 100, LOMITA, CA 90717"
VICTORY TRAILER PARK,LOS ANGELES,19-0263-MP,"11208 GARVEY AVE,  EL MONTE,  CA 91731", EL MONTE,91731, (213) 539-2582,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",3,0,0,"JACKSON, CHOW, 3112 SEAMAN AVE, EL MONTE, CA 91733"
HACIENDA TRAILER PARK,LOS ANGELES,19-0274-MP,"9141 E ALONDRA BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (310) 865-4241,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",39,0,0,"DOSHI, NAVIN, 6418 SPRINGPARK AVE, LOS ANGELES, CA 90056"
HACIENDA MOBILE HOME PARK,LOS ANGELES,19-0275-MP,"11825 E WASHINGTON BLVD,  WHITTIER,  CA 90606", WHITTIER,90606, (310) 696-6042,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",56,0,0,"HACIENDA MHP 1, LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
GARFIELD MHP,LOS ANGELES,19-0278-MP,"8422 GARFIELD,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (310) 375-4897,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",33,0,0,"FRANICH, PATRICIA, 404 PASEO DEL MAR, PALOS VERDES ESTATES, CA 90274"
HARMONY LANE MP,LOS ANGELES,19-0280-MP,"5666 SHULL ST,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (310) 928-7906,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",24,0,0,"MCLEMORE, STEPHEN, 4030 N MILLS AVE, CLAREMONT, CA 91711"
HERMOSA BEACH RV COURT,LOS ANGELES,19-0285-MP,"725 10TH ST,  HERMOSA BEACH,  CA 90254", HERMOSA BEACH,90254, (310) 373-8955,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,0,19,"BREDESEN, CHRIS, 1820 S ELENA AVE SUITE # L, REDONDO BEACH, CA 90277"
HILLVIEW TRAILER CT,LOS ANGELES,19-0291-MP,"2325 LOMITA BLVD,  LOMITA,  CA 90717", LOMITA,90717, (310) 251-0577,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",8,0,0,"ZAMORA, MARITSA, 16834 MERIT AVE, GARDENA, CA 90247"
L\R TP,LOS ANGELES,19-0298-MP,"14524 HAWTHORNE BLVD,  LAWNDALE,  CA 90260", LAWNDALE,90260, (310) 675-4761,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",17,0,0,"CLAYTON, DAVID, 23740 HAWTHORNE BLVD 2ND FLOOR, TORRANCE, CA 90505"
SHAMROCK MHP,LOS ANGELES,19-0302-MP,"4850 DURFEE AVE,  PICO RIVERA,  CA 90660", PICO RIVERA,90660, (818) 966-7303,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",11,0,0,"PEREZ, MANUEL, 3432 RANCHO DEL MONICO RD, COVINA, CA 91724"
HUB CITY MHP,LOS ANGELES,19-0309-MP,"1515 N LONG BEACH BLVD,  COMPTON,  CA 90221", COMPTON,90221, (714) 493-1199,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",7,0,0,"ALPHA ASSOCIATES, PO BOX 2544 DAVID OR LOIS POWERS AGENTS, MISSION VIEJO, CA 92690"
HUMBERT TP,LOS ANGELES,19-0310-MP,"2743 N HUMBERT AVE,  S EL MONTE,  CA 91733", S EL MONTE,91733, (562) 863-9681,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",10,0,0,"COLLEARY, SARA, 12646 KALNOR AVE, NORWALK, CA 90650"
LONE PALM TP,LOS ANGELES,19-0311-MP,"10923 S PRAIRIE AVE,  INGLEWOOD,  CA 90303", INGLEWOOD,90303, (310) 419-6089,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,12,0,"PATEL, BALUBHAI, 255 S RENO ST, LOS ANGELES, CA 90057"
HAWTHORNE MHP,LOS ANGELES,19-0318-MP,"12414 INGLEWOOD AVE,  HAWTHORNE,  CA 90250", HAWTHORNE,90250, (818) 902-1003,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",10,0,0,"IMPERIAL ESTATE MANAGEMENT, 18017 CHATSWORTH ST SPACE # 82, GRANADA HILLS, CA 91344"
SKYLINE HOMES,LOS ANGELES,19-0324-MP,"12201 GARVEY AVE,  EL MONTE,  CA 91733", EL MONTE,91733, (999) 442-1350,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",34,0,0,"LEIAEOHA PROPERTIES INC, PO BOX 2842, LAGUNA HILLS, CA 92653"
ROYBAL CT,LOS ANGELES,19-0333-MP,"10920 KLINGERMAN,  S EL MONTE,  CA 91733", S EL MONTE,91733, (818) 334-4679,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",4,0,0,"ROYBAL, FRED, PO BOX 382, AZUSA, CA 91702"
VILLAGE MOBILE HOME PARK,LOS ANGELES,19-0338-MP,"2638 MOUNTAIN VIEW RD,  EL MONTE,  CA 91732", EL MONTE,91732, (626) 279-9736,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",23,0,0,"UFER LIVING TRUST, PO BOX 5684, EL MONTE, CA 91734"
COZY TRAILER PARK,LOS ANGELES,19-0343-MP,"25338 WALNUT ST,  LOMITA,  CA 90717", LOMITA,90717, (818) 789-2773,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",26,0,0,"CABLE, GERTRUDE, 1036 MAGGIE LN, NIPOMO, CA 93444"
SM TP,LOS ANGELES,19-0344-MP,"9557 E ARTESIA BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (310) 866-9962,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",5,0,1,"MIRI, SEYED, PO BOX 901, CULVER CITY, CA 90232"
LA PUENTE TP,LOS ANGELES,19-0352-MP,"14946 E VALLEY BLVD,  LA PUENTE,  CA 91744", LA PUENTE,91744, (310) 866-9962,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",12,0,0,"RADER, ROLAND, 15021 ROCKFOLD DR, HACIENDA HEIGHTS, CA 91745"
VALLEY RANCHO MHP,LOS ANGELES,19-0354-MP,"2909 ARROW HWY,  LA VERNE,  CA 91750", LA VERNE,91750, (909) 593-1614,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",89,0,0,"CITY OF LA VERNE, 1910 S. ARCHIBALD AVE SUITE # S, ONTARIO, CA 91761"
LAZY SPOKES TP,LOS ANGELES,19-0358-MP,"10931 S FIRST AVE,  WHITTIER,  CA 90603", WHITTIER,90603, (562) 947-1314,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",19,12,0,"ASCHIERIS, MIKE, 1575 PALCENTIA AVE, NEWPORT BEACH, CA 92663"
BON AIR MOBILE HOME PARK,LOS ANGELES,19-0359-MP,"25615 NARBONNE AVE,  LOMITA,  CA 90717", LOMITA,90717, (310) 530-9501,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",18,0,0,"LINDLEY, DAN, 1815 LOMITA BLVD, LOMITA, CA 90717"
THE ELMS PARK,LOS ANGELES,19-0362-MP,"9021 E ALONDRA BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (310) 924-7884,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,0,8,"SUN WEST MORTGAGE CO, HARI AGARWAL P.O BOX 1052, ARTESIA, CA 90702"
HOMEWARD TRAILER CT,LOS ANGELES,19-0368-MP,"9122-9204 E ARTESIA BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (568) 867-1792,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",26,0,0,"WLW INVESTMENT LP, PO BOX 6395, ALHAMBRA, CA 91802"
LOMITA LANE TP,LOS ANGELES,19-0375-MP,"1901 LOMITA BLVD,  LOMITA,  CA 90717", LOMITA,90717, (310) 530-9501,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",44,0,0,"LINDLEY, DAN, 1815 LOMITA BLVD, LOMITA, CA 90717"
LONE PALM TRAILER LODGE,LOS ANGELES,19-0376-MP,"10919 S PRAIRIE AVE,  INGLEWOOD,  CA 90301", INGLEWOOD,90301, (310) 419-6089,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,21,0,"PATEL, BALUBHAI, 255 S RENO ST, LOS ANGELES, CA 90057"
LOS ARROYOS TRAILER CT,LOS ANGELES,19-0380-MP,"8707 E GARVEY,  ROSEMEAD,  CA 91770", ROSEMEAD,91770, (626) 285-6460,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",17,0,0,"WANG, DANA, 30163 VIA RIVIERA, RANCHO PALOS VERDES, CA 90275"
MEISTER,LOS ANGELES,19-0383-MP,"2666 TROY AVE.,  S EL MONTE,  CA 91733", S EL MONTE,91733, (626) 443-4141,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",28,0,0,"MEISTER, DAN, 2740 N BRVIN, SOUTH EL MONTE, CA 91733"
COOKS TRAILER PARK,LOS ANGELES,19-0385-MP,"12843 GARVEY,  BALDWIN PARK,  CA 91706", BALDWIN PARK,91706, (818) 960-2187,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",27,0,0,"MARTINEZ, VICTOR, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
MAGNOLIA TP,LOS ANGELES,19-0393-MP,"11949 MAGNOLIA ST,  EL MONTE,  CA 91732", EL MONTE,91732, (714) 827-1252,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",39,0,0,"MAGNOLIA MHP LLC, 476 NAOMI AVE, ARCADIA, CA 91007"
SARAPAS MHP,LOS ANGELES,19-0394-MP,"12412 S MAIN ST,  LOS ANGELES,  CA 90061", LOS ANGELES,90061, (213) 777-4596,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",16,0,0,"CALDWELL, ANTONIA, 12412 SOUTH MAIN ST, LOS ANGELES, CA 90061"
SHADEAIR TP,LOS ANGELES,19-0398-MP,"12239 MAGNOLIA AVE,  EL MONTE,  CA 91733", EL MONTE,91733, (818) 448-7147,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",32,0,0,"ELEGANT DYNASTY USA LTD, 2122 SALTO DR, HACIENDA HEIGHTS, CA 91745"
MAYFAIR TP,LOS ANGELES,19-0403-MP,"9740 E CEDAR ST,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (310) 866-4004,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",23,0,0,"PPS PC PARKS LLC, PO BOX 1687, BELLFLOWER, CA 90707"
PINES MHP,LOS ANGELES,19-0409-MP,"16118 BELLFLOWER BLVD #0009,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (626) 575-3070,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",44,0,0,"GROUP XI PICO RIVERA PROPERTIES, LP, 4900 SANTA ANITA AVE #2C, EL MONTE, CA 91731"
SPRING TP,LOS ANGELES,19-0417-MP,"11433 CARSON ST,  LAKEWOOD,  CA 90715", LAKEWOOD,90715, (714) 361-0649,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",13,0,0,"VANDORDRECHT, ARTHUR, 7471 RAMPANT LN, LA PALMA, CA 90623"
MIDTOWN TP,LOS ANGELES,19-0418-MP,"9614 EAST ARTESIA,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (562) 925-9593,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",24,0,0,"CHAU PROPERTY RENTALS LLC, C/O PETER CHAU 17031 BOLERO LNE, HUNTINGTON BEACH, CA 92649"
ARTESIA MOBILE HOME PARK,LOS ANGELES,19-0421-MP,"9453 ARTESIA BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (949) 274-0972,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",6,0,0,"MIEDEMA FAMILY TRUST C/O DAVID MIEDEMA, 1048 IRVINE AVE #407, NEWPORT BEACH, CA 92660"
MILL JACKS MHP,LOS ANGELES,19-0423-MP,"13440 S LAKEWOOD BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (310) 634-2222,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",96,0,0,"MILL JACKS TRAILER PARK, LLC, 3731 SEASCAPE DR, HUNTINGTON BEACH, CA 92649"
RAY MAR TP,LOS ANGELES,19-0425-MP,"823 REALTY ST,  CARSON,  CA 90745", CARSON,90745, (999) 835-7029,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",27,0,0,"PECKHAM, VICTOR, 823 REALTY ST #3, CARSON, CA 90745"
THE COACHMAN,LOS ANGELES,19-0432-MP,"5919 E FLORENCE AVE,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (213) 771-6928,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25,0,0,"STOCKTON, DOLORES, 1875 CENTURY PARK EAST SUITE # 600, LOS ANGELES, CA 90067"
BELLFLOWER TRAILER HAVEN,LOS ANGELES,19-0435-MP,"16234 S BELLFLOWER,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (310) 866-3683,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",18,0,0,"WESTHOFF, DOUGLAS, PAMELA WESTHOFF P.O. BOX 4149, TORRANCE, CA 90510"
MONTEREY TRAILER PARK,LOS ANGELES,19-0436-MP,"6411 MONTEREY RD,  LOS ANGELES,  CA 90042", LOS ANGELES,90042, (213) 258-2250,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",28,0,0,"6329 MONTEREY RD LLC, 150 MONTECITO SUITE # D, SIERRA MADRE, CA 91024"
MONTEREY PASS TP,LOS ANGELES,19-0437-MP,"450 S MONTEREY PASS RD,  MONTEREY PARK,  CA 91754", MONTEREY PARK,91754, (213) 628-7645,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25,0,0,"WONG, WILLARD, PO BOX 1256, MONTEREY PARK, CA 91754"
ALVAREZ TP,LOS ANGELES,19-0439-MP,"4150 MARINE AVE,  LAWNDALE,  CA 90260", LAWNDALE,90260, (818) 286-5909,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",14,0,0,"ALVAREZ, DESI, PO BOX 3003, MANHATTAN BEACH, CA 90266"
CEDAR BROOK MP,LOS ANGELES,19-0442-MP,"8647 E CEDAR ST,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (562) 866-8333,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",21,0,0,"MYERS, LEONA, 14607 LEAHY, BELLFLOWER, CA 90706"
STORYBOOK PARK,LOS ANGELES,19-0444-MP,"8510 ELIZABETH LAKE RD,  LEONA VALLEY,  CA 93551", LEONA VALLEY,93551, (661) 916-4318,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",15,0,0,"HAMMOND FAMILY TRUST BY CARL L HAMMOND, 3400 RIDGE FORD DR, WESTLAKE VILLAGE, CA 91361"
MOUNTAIN VIEW TRAILER CT,LOS ANGELES,19-0446-MP,"2431 MOUNTAIN VIEW RD,  EL MONTE,  CA 91731", EL MONTE,91731, (626) 810-6295,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",18,0,0,"CODGILL, CLETUS, 18140 GALINIETA ST, ROWLAND HEIGHTS, CA 91748"
J & J MOBILE PARK,LOS ANGELES,19-0452-MP,"5825 QUINN ST,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (626) 330-5920,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",6,1,0,"GONZALEZ, JESUS, PO BOX 161, LA HABRA, CA 90631"
3 RS TP,LOS ANGELES,19-0462-MP,"9338 E ARTESIA BLVD,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (999) 867-5336,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",14,0,0,"ROTTIGNI, RINO, 9338 E ARTESIA #20, BELLFLOWER, CA 90706"
MARLOW PARK,LOS ANGELES,19-0465-MP,"6818 MARLOW AVE,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (562) 335-6099,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",8,0,0,"LARIOS, SALVADOR, 8438 6TH ST, DOWNEY, CA 90241"
OAK PARK ESTATES LLC,LOS ANGELES,19-0467-MP,"26006 OAK ST,  LOMITA,  CA 90717", LOMITA,90717, (310) 326-2729,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",30,0,0,"SHERMAN, BRADLEY, 1737 PAC CST HWY, LOMITA, CA 90717"
OAK PARK,LOS ANGELES,19-0474-MP,"503 E OAKS AVE,  COMPTON,  CA 90221", COMPTON,90221, (310) 637-7142,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",21,0,0,"HAMADE, ALIN, 7822 13TH STREET, WESTMINSTER, CA 92683"
MIDGET TP,LOS ANGELES,19-0484-MP,"9903 GARVEY AVE,  EL MONTE,  CA 91733", EL MONTE,91733, (310) 637-7142,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",11,0,0,"REYES, ALICIA, 17018 COUNTRY PARK LN, HACIENDA HEIGHTS, CA 91745"
WHITTIER EAST MHP,LOS ANGELES,19-0490-MP,"16540 E WHITTIER BLVD,  WHITTIER,  CA 90603", WHITTIER,90603, (310) 943-1010,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",78,0,0,
ORANGE BLOSSOM MOTEL & TRAILER PARK,LOS ANGELES,19-0492-MP,"1437 W HOLT AVE,  POMONA,  CA 91768", POMONA,91768, (909) 469-6999,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",22,0,0,"ORANGE BLOSSOM MOTEL & TRAILER PARK, LLC, 1100 VIA VERDE AVE, SAN DIMAS, CA 91773"
ORANGE GROVE TP,LOS ANGELES,19-0494-MP,"19548 CYPRESS AVE,  COVINA,  CA 91724", COVINA,91724, (626) 966-0811,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",45,0,0,"MARTINEZ, VICTOR, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
ORANGE GROVE MP,LOS ANGELES,19-0495-MP,"13331 LAKEWOOD BLVD,  DOWNEY,  CA 90242", DOWNEY,90242, (310) 633-0744,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",49,0,0,"ECK, ELEANOR, 9955 BROOKSHIRE AVE, DOWNEY, CA 90240"
ORCHARD TRAILER PARK INC,LOS ANGELES,19-0497-MP,"25344 PENNSYLVANIA AVE,  LOMITA,  CA 90717", LOMITA,90717, (310) 326-5304,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",54,0,0,"SWEYD, SIMMONE, 25852 CEDARBLUFF TERRACE, LAGUNA HILLS, CA 92653"
WESTLAND VILLAGE,LOS ANGELES,19-0498-MP,"1911 W 156TH ST,  COMPTON,  CA 90220", COMPTON,90220, (310) 639-7130,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",70,0,0,"WESTLAND INDUSTRIES INC, 520 W WILLOW ST, LONG BEACH, CA 90806"
